,備考,"Main_No
(BTS#)",Estimate_VendorType,"Estimate_ModuleMain,Main_ModuleMain","Estimate_ModuleSub,Main_ModuleSub","UN_Summary_J
現象/機能のサマリー(日本語）",UN_Summary,"UN_Detail_J
現象/機能の詳細(日本語）",UN_Detail,"UN_ImpOpeResult_J
改善後の動作と結果(日本語）",UN_ImpOpeResult,"UN_RelevantRevision_J
現象発生レビジョン(日本語）",UN_RelevantRevision,RelatedPackages,ReferDoc,ReferDoc_J,OutputProduct,InputFileName,responsibility for the UN contents
R1.04_01,,BTS00029545,Enhancement,GUI_Tools,WaveTool,タイミングをシフトしたHSIFピンの波形を表示する機能の追加,Addition of a function for displaying HSIF pin waveforms for which the timing is shifted,Logic AnalyzerのHSIFピンの波形表示でHSIF_TIMING_SHIFTクラスを使用したタイミングのシフトに対応しました。シフトされたタイミングでの波形を表示できるようにしました。,Timing shift using the HSIF_TIMING_SHIFT class is now supported for displaying waveforms of HSIF pins in Logic Analyzer. Waveforms with shifted timing can now be displayed.,,,,,AT_T6KDM8Gbps_x64,T6391 システム・ソフトウェア GUI ツール リファレンス・マニュアル,T6391 System Software GUI Tool Reference Manual,PLXM20-MD,UN_APSoft1.xls,須藤
R1.04_01,,BTS00028353,Enhancement,PatternCompiler,at_patcom63,CHANNEL文のデジタル・ピン数拡張の対応,Support for extension of the number of digital pins in a CHANNEL statement,パターンのCHANNEL文にEXPANDを指定し、10001から11024まで指定可能にしました。これによりデジタル・ピンを1024ピン使用可能にしました。,Pin numbers 10001 to 11024 can now be specified by specifying EXPAND for a CHANNEL statement in a pattern program. This now enables the use of up to 1024 digital pins.,,,,,"AT_NDCommon_RHE6,AT_T6KCommon_x64",T6391 システム・ソフトウェア パターン・プログラム(LPAT) リファレンス・マニュアル,T6391 System Software Pattern Program (LPAT) Reference Manual,"PLXM20-MD,PLZC61",UN_APSoft4.xls,鳥塚
R1.04_01,清野,BTS00029465,Enhancement,TDL,TDL Interpreter,パターン・ロードの情報表示モードの追加,Addition of a pattern load information display mode,"パターン・ロードの情報表示モードは、パターン・プログラムのロード時にファイルの情報を表示します。
tdl_setコマンドでこの表示モードを以下のように切り替えられるようにしました。
・patloadmsg_on
・patloadmsg_off","The pattern load information display mode displays the file information when a pattern program is loaded. 
This display mode can now be switched on/off as follows using the tdl_set command. 
・patloadmsg_on
・patloadmsg_off",,,,,AT_T6KCommon_x64,T6391 システム・ソフトウェア TDLリファレンス・マニュアル 文法編,T6391 System Software TDL Reference Manual Syntax,PLXM20-MD,UN_ASDSoft3.xls,ASDSoft3　清野
R1.04_01,工藤,BTS00029551,Enhancement,TDL,TDL Interpreter,テスト・プラン・プログラムのロード時のワーニング追加,Addition of a warning at the time of test plan program load,"ローカル・スコープに以下のクラスのデータ・メンバおよびメソッドを記述した場合、テスト・プラン・プログラムのロード時にワーニングを出力するようにしました。
・DPIN
・LCDPIN 
・RVSPIN 
・HSIFPIN
・VSPIN
・ExPin
・PINLIST 
・PINLISTTBL 
・ExPinGroup 
・SOCKET
・PARALLEL","When a data member or method of any of the following classes is described in a local scope, a warning is now output when the test plan program is loaded: 
・DPIN
・LCDPIN 
・RVSPIN 
・HSIFPIN
・VSPIN
・ExPin
・PINLIST 
・PINLISTTBL 
・ExPinGroup 
・SOCKET
・PARALLEL",,,,,AT_T6KCommon_x64,T6391 システム・ソフトウェア TDLリファレンス・マニュアル テスティング・ユニット・クラス編,T6391 System Software TDL Reference Manual Testing Unit Class,PLXM20-MD,UN_ASDSoft3.xls,ASDSoft3 工藤
R1.04_01,,BTS00029549,Enhancement,TDL,Testing Unit Class,WSCOPEクラスによる波形表示の高速化,Speeding up of waveform display by the WSCOPE class,"WSCOPEクラスのExecメソッドからWave Scope Toolに波形データを表示するまでの時間を短縮しました。
例：
条件：データ数1000000Point
高速化前：約10S
高速化後：約1S","The time required until waveform data is displayed on Wave Scope Tool from the Exec method of the WSCOPE class has been reduced. 
Example:
Condition: 1000000 points as the number of data items
Before improvement: Approx. 10S
After improvement: Approx. 1S",,,,,AT_T6KCommon_x64,T6391 システム・ソフトウェア TDLリファレンス・マニュアル テスティング・ユニット・クラス編,T6391 System Software TDL Reference Manual Testing Unit Class,PLXM20-MD,UN_APSoft1.xls,浅川
R1.04_01,,BTS00029470,Enhancement,TDL,Testing Unit Class,ExPMUクラスのデフォルト値の変更,Change of the default value of the ExPMU class,ExPMUクラスのModeデータ・メンバのデフォルト値をExPMU_ISVMからExPMU_VSIMに変更しました。,The default value of the Mode data member of the ExPMU class has been changed from ExPMU_ISVM to ExPMU_VSIM.,,,,,AT_T6KCommon_x64,T6391 システム・ソフトウェア TDLリファレンス・マニュアル テスティング・ユニット・クラス編,T6391 System Software TDL Reference Manual Testing Unit Class,PLXM20-MD,UN_ASDSoft1.xls,佐藤
R1.04_01,,BTS00029255,Enhancement,TDL,Testing Unit Class,ADCテスト信号発生モジュールの対応,Support for the ADC Test Signal Generator Module,"以下のクラスを使用して、ADCテスト信号発生モジュール（ATSG）を制御できるようにしました。ATSGは広帯域、高精度の波形発生器で、任意のランプ波またはサイン波を使用したADC試験を可能にしました。
・ExPinクラス
・ExPinGroupクラス
・ExAWGクラス
・ExPMUクラス
・SYS_INFOクラス
・SEQUENCEクラス
・SEQUNITクラス
・ALARMクラス
・CONTACTクラス","The ADC Test Signal Generator Module (ATSG) can now be controlled using the following classes. The ATSG is a wideband, high-precision waveform generator, which now enables an ADC test using an arbitrary ramp wave or sine wave. 
- ExPin class
- ExPinGroup class
- ExAWG class
- ExPMU class
- SYS_INFO class
- SEQUENCE class
- SEQUNIT class
- ALARM class
- CONTACT class",,,,,"AT_T6KATSG_x64,AT_T6KCommon_x64",T6391 システム・ソフトウェア TDLリファレンス・マニュアル テスティング・ユニット・クラス編,T6391 System Software TDL Reference Manual Testing Unit Class,PLXM20-MD,UN_ASDSoft1.xls,ASDソフト１課栗原
R1.04_01,立花,BTS00028972,Enhancement,TDL,Testing Unit Class,T6391 RND440 TYPE2 HIFIXの対応,Support for the T6391 RND440 TYPE2 HIFIX,"以下のクラスからT6391 RND440 TYPE2 HIFIXの情報を読み出せるようにしました。
・SYS_INFOクラス","Information on the T6391 RND440 TYPE2 HIFIX can now be read using the following class: 
- SYS_INFO class",,,,,AT_T6KCommon_x64,T6391 システム・ソフトウェア TDLリファレンス・マニュアル テスティング・ユニット・クラス編,T6391 System Software TDL Reference Manual Testing Unit Class,PLXM20-MD,UN_ASDSoft3.xls,ASDSoft3立花
R1.04_01,立花,BTS00028972,Enhancement,TDL,Testing Unit Class,信号ピン、電源ピンおよび拡張ピンのT6391 RND440 TYPE2 HIFIXの対応,"Support for the T6391 RND440 TYPE2 HIFIX regarding signal pins, power supply pins, and extended pins","以下のクラスに対してピンの拡張ならびにピン分割数の拡張を行いました。　
・DPINクラス
・ExPinクラス
・VSPINクラス
・SOCKETクラス
・PARALLELクラス","Both of the pin number and the pin division number to be specified in each of the following classes has been extended: 　
- DPIN class
- ExPin class
- VSPIN class
- SOCKET class
- PARALLEL class",,,,,AT_T6KCommon_x64,T6391 システム・ソフトウェア TDLリファレンス・マニュアル テスティング・ユニット・クラス編,T6391 System Software TDL Reference Manual Testing Unit Class,PLXM20-MD,UN_ASDSoft3.xls,ASDSoft3立花
R1.04_01,清野,BTS00029465,Enhancement,TDL,Testing Unit Class,データ・ログとprint文の出力順の対応,Support for output order of the data log and print statement,データ・ログ機能とprint文のコンソール・ウインドウへの出力は個別の出力経路を持っていました。これらの出力経路を統一しました。データ・ログ機能とprint文は実行順に出力できるようになりました。,The output of the data log function and the print statement to the console window had individual output paths. These output paths are now unified. Both outputs of the data log function and the print statement are made as a set in the order of being executed.,,,,,AT_T6KCommon_x64,T6391 システム・ソフトウェア TDLリファレンス・マニュアル テスティング・ユニット・クラス編,T6391 System Software TDL Reference Manual Testing Unit Class,PLXM20-MD,UN_ASDSoft3.xls,ASDSoft3　清野
R1.04_01,阪東,BTS00029514,Enhancement,TDL,Testing Unit Class,DATALOG クラスへの header データ・メンバの追加,Addition of the header data member to the DATALOG class,"DATALOG クラスに header データ・メンバを追加しました。
header データ・メンバにより、テスト番号や測定条件が含まれるヘッダ部分の出力を行うかどうかを選択できるようになりました。
対象となるのは、以下の各クラスの Exec() メソッドです。
・MEASURE_IM
・MEASURE_VM
・MEASURE_DPSIM
・MEASURE_DPSVM
・MEASURE_DPSAVRIM
・MEASURE_AC
・JUDGE_AC
・MEASURE_FREQ
・MEASURE_PERIOD
・JUDGE
・JUDGE_AQM
・ExPMU","The header data member has been added to the DATALOG class. 
Whether to output the header section including the test number and measurement conditions can now be selected by the header data member. 
This applies to the Exec() method of the following classes: 
・MEASURE_IM
・MEASURE_VM
・MEASURE_DPSIM
・MEASURE_DPSVM
・MEASURE_DPSAVRIM
・MEASURE_AC
・JUDGE_AC
・MEASURE_FREQ
・MEASURE_PERIOD
・JUDGE
・JUDGE_AQM
・ExPMU",,,,,AT_T6KCommon_x64,T6391 システム・ソフトウェア TDLリファレンス・マニュアル テスティング・ユニット・クラス編,T6391 System Software TDL Reference Manual Testing Unit Class,PLXM20-MD,UN_ASDSoft3.xls,ASDSoft3阪東
R1.04_01,"諏方
改善時間のデータが取得できたので、xxmS→30mSに修正しました(6/15)",BTS00029537,Enhancement,TDL,Testing Unit Class,テスト・プラン・プログラムのスタート処理の高速化,Speeding up of the start process of a test plan program,"テスト・プラン・プログラムのスタート時にテスティング・ユニット・クラスの内部データの初期化処理が実行されます。この初期化処理を高速化しました。
　　改善時間 : 約30mS","The initialization process of the internal data of the testing unit classes is executed at the start of a test plan program. This initialization process has been sped up. 
　　 Improved time: Improved by approx. 30mS",,,,,AT_T6KCommon_x64,内部変更のため、マニュアルに変更はありません。,There is no change in the Manual for the internal change.,PLXM20-MD,UN_ASDSoft3.xls,ASDソフト3課 諏方
